onset	duration	event_type
2.04	3.50	hit
7.59	3.50	false_alarm
13.12	3.50	hit
18.62	3.50	false_alarm
24.24	3.50	omiss
29.74	3.50	cor_rejec
35.45	3.50	hit
43.45	3.50	cor_rejec
50.95	3.50	hit
57.10	3.50	cor_rejec
62.63	3.50	cor_rejec
68.15	3.50	hit
73.65	3.50	false_alarm
79.15	3.50	omiss
85.20	3.50	cor_rejec
90.70	3.50	omiss
96.15	3.50	omiss
101.69	3.50	cor_rejec
107.09	3.50	cor_rejec
112.72	3.50	hit
118.12	3.50	false_alarm
123.66	3.50	hit
129.21	3.50	omiss
134.66	3.50	cor_rejec
140.15	3.50	false_alarm
145.67	3.50	omiss
151.39	3.50	cor_rejec
156.81	3.50	omiss
162.34	3.50	false_alarm
169.71	3.50	false_alarm
177.69	3.50	false_alarm
184.69	3.50	hit
190.16	3.50	false_alarm
195.56	3.50	omiss
201.01	3.50	false_alarm
206.48	3.50	omiss
212.13	3.50	hit
219.53	3.50	hit
227.50	3.50	false_alarm
234.70	3.50	omiss
240.23	3.50	hit
245.70	3.50	omiss
251.10	3.50	false_alarm
256.60	3.50	cor_rejec
262.25	3.50	omiss
267.72	3.50	cor_rejec
273.12	3.50	omiss
278.90	3.50	false_alarm
284.37	3.50	omiss
289.90	3.50	false_alarm
295.39	3.50	hit
300.92	3.50	hit
306.39	3.50	hit
312.00	3.50	false_alarm
317.40	3.50	omiss
323.40	3.50	false_alarm
328.95	3.50	cor_rejec
334.37	3.50	hit
339.86	3.50	cor_rejec
345.26	3.50	cor_rejec
353.06	3.50	omiss
361.06	3.50	false_alarm
367.16	3.50	omiss
372.64	3.50	false_alarm
378.04	3.50	hit
383.46	3.50	cor_rejec
388.97	3.50	cor_rejec
394.61	3.50	omiss
400.01	3.50	false_alarm
405.50	3.50	hit
410.91	3.50	cor_rejec
416.36	3.50	hit
421.81	3.50	hit
428.01	3.50	hit
435.42	3.50	hit
443.42	3.50	cor_rejec
450.47	3.50	omiss
456.02	3.50	false_alarm
461.48	3.50	false_alarm
466.93	3.50	hit
472.44	3.50	false_alarm
477.99	3.50	cor_rejec
483.43	3.50	hit
488.94	3.50	cor_rejec
494.48	3.50	omiss
499.93	3.50	false_alarm
505.50	3.50	false_alarm
510.91	3.50	hit
516.50	3.50	cor_rejec
521.90	3.50	omiss
