onset	duration	event_type
2.01	3.50	hit
7.56	3.50	cor_rejec
13.08	3.50	hit
18.58	3.50	false_alarm
24.20	3.50	hit
29.68	3.50	hit
35.38	3.50	cor_rejec
43.38	3.50	cor_rejec
50.88	3.50	hit
57.03	3.50	cor_rejec
62.55	3.50	hit
68.07	3.50	hit
73.57	3.50	hit
79.07	3.50	cor_rejec
85.12	3.50	hit
90.60	3.50	hit
96.04	3.50	cor_rejec
101.57	3.50	omiss
106.97	3.50	hit
112.60	3.50	hit
118.01	3.50	cor_rejec
123.54	3.50	omiss
129.09	3.50	cor_rejec
134.54	3.50	hit
140.02	3.50	cor_rejec
145.54	3.50	hit
151.26	3.50	cor_rejec
156.68	3.50	cor_rejec
162.21	3.50	cor_rejec
169.57	3.50	hit
177.56	3.50	cor_rejec
184.56	3.50	hit
190.02	3.50	cor_rejec
195.43	3.50	hit
200.88	3.50	hit
206.34	3.50	cor_rejec
212.00	3.50	hit
219.40	3.50	cor_rejec
227.36	3.50	cor_rejec
234.57	3.50	cor_rejec
240.11	3.50	cor_rejec
245.58	3.50	cor_rejec
250.98	3.50	hit
256.48	3.50	false_alarm
262.14	3.50	cor_rejec
267.60	3.50	cor_rejec
273.00	3.50	cor_rejec
278.80	3.50	hit
284.27	3.50	cor_rejec
289.81	3.50	hit
295.31	3.50	hit
300.84	3.50	false_alarm
306.31	3.50	hit
311.93	3.50	hit
317.33	3.50	cor_rejec
323.33	3.50	hit
328.88	3.50	omiss
334.29	3.50	cor_rejec
339.78	3.50	omiss
345.18	3.50	omiss
352.98	3.50	cor_rejec
360.98	3.50	hit
367.08	3.50	cor_rejec
372.57	3.50	hit
377.97	3.50	omiss
383.39	3.50	cor_rejec
388.90	3.50	cor_rejec
394.54	3.50	cor_rejec
399.94	3.50	hit
405.42	3.50	omiss
410.84	3.50	cor_rejec
416.29	3.50	cor_rejec
421.74	3.50	cor_rejec
427.94	3.50	hit
435.34	3.50	cor_rejec
443.34	3.50	cor_rejec
450.39	3.50	hit
455.94	3.50	hit
461.39	3.50	cor_rejec
466.84	3.50	cor_rejec
472.36	3.50	hit
477.89	3.50	cor_rejec
483.32	3.50	hit
488.84	3.50	cor_rejec
494.38	3.50	hit
499.83	3.50	hit
505.39	3.50	cor_rejec
510.81	3.50	cor_rejec
516.39	3.50	omiss
521.79	3.50	omiss
