onset	duration	event_type
2.03	3.50	false_alarm
7.57	3.50	hit
13.11	3.50	cor_rejec
18.61	3.50	hit
24.25	3.50	cor_rejec
29.75	3.50	cor_rejec
35.46	3.50	hit
43.46	3.50	omiss
50.97	3.50	cor_rejec
57.12	3.50	hit
62.65	3.50	cor_rejec
68.17	3.50	cor_rejec
73.68	3.50	cor_rejec
79.18	3.50	omiss
85.22	3.50	false_alarm
90.72	3.50	cor_rejec
96.17	3.50	omiss
101.71	3.50	cor_rejec
107.11	3.50	cor_rejec
112.74	3.50	false_alarm
118.14	3.50	hit
123.68	3.50	cor_rejec
129.23	3.50	hit
134.68	3.50	cor_rejec
140.17	3.50	hit
145.70	3.50	cor_rejec
151.41	3.50	hit
156.83	3.50	hit
162.36	3.50	omiss
169.73	3.50	cor_rejec
177.71	3.50	hit
184.71	3.50	cor_rejec
190.18	3.50	hit
195.58	3.50	cor_rejec
201.03	3.50	cor_rejec
206.50	3.50	hit
212.15	3.50	cor_rejec
219.55	3.50	hit
227.52	3.50	omiss
234.72	3.50	omiss
240.25	3.50	omiss
245.72	3.50	omiss
251.12	3.50	false_alarm
256.62	3.50	hit
262.27	3.50	hit
267.72	3.50	omiss
273.12	3.50	omiss
278.90	3.50	cor_rejec
284.37	3.50	omiss
289.91	3.50	cor_rejec
295.39	3.50	cor_rejec
300.92	3.50	hit
306.39	3.50	cor_rejec
312.01	3.50	cor_rejec
317.41	3.50	omiss
323.41	3.50	cor_rejec
328.94	3.50	cor_rejec
334.36	3.50	omiss
339.84	3.50	cor_rejec
345.24	3.50	cor_rejec
353.04	3.50	omiss
361.05	3.50	cor_rejec
367.15	3.50	hit
372.63	3.50	cor_rejec
378.03	3.50	cor_rejec
383.45	3.50	hit
388.96	3.50	hit
394.60	3.50	omiss
400.00	3.50	cor_rejec
405.48	3.50	cor_rejec
410.89	3.50	omiss
416.35	3.50	omiss
421.80	3.50	omiss
428.00	3.50	cor_rejec
435.40	3.50	omiss
443.40	3.50	omiss
450.47	3.50	cor_rejec
456.02	3.50	false_alarm
461.48	3.50	hit
466.94	3.50	hit
472.46	3.50	cor_rejec
478.00	3.50	omiss
483.43	3.50	cor_rejec
488.95	3.50	hit
494.48	3.50	cor_rejec
499.94	3.50	false_alarm
505.53	3.50	omiss
510.95	3.50	omiss
516.53	3.50	cor_rejec
521.93	3.50	cor_rejec
