onset	duration	event_type
2.01	3.50	cor_rejec
7.56	3.50	hit
13.08	3.50	cor_rejec
18.58	3.50	hit
24.19	3.50	cor_rejec
29.69	3.50	false_alarm
35.39	3.50	hit
43.39	3.50	hit
50.90	3.50	cor_rejec
57.05	3.50	hit
62.56	3.50	false_alarm
68.08	3.50	false_alarm
73.58	3.50	false_alarm
79.08	3.50	hit
85.13	3.50	false_alarm
90.61	3.50	false_alarm
96.05	3.50	hit
101.58	3.50	false_alarm
106.98	3.50	miss
112.62	3.50	false_alarm
118.02	3.50	hit
123.55	3.50	cor_rejec
129.10	3.50	hit
134.55	3.50	cor_rejec
140.03	3.50	hit
145.55	3.50	cor_rejec
151.27	3.50	hit
156.69	3.50	hit
162.22	3.50	hit
169.59	3.50	cor_rejec
177.59	3.50	hit
184.59	3.50	false_alarm
190.06	3.50	hit
195.46	3.50	cor_rejec
200.91	3.50	cor_rejec
206.37	3.50	hit
212.03	3.50	cor_rejec
219.43	3.50	hit
227.39	3.50	hit
234.59	3.50	omiss
240.14	3.50	hit
245.61	3.50	omiss
251.01	3.50	false_alarm
256.51	3.50	hit
262.16	3.50	hit
267.63	3.50	hit
273.03	3.50	omiss
278.82	3.50	cor_rejec
284.30	3.50	omiss
289.84	3.50	false_alarm
295.33	3.50	false_alarm
300.86	3.50	hit
306.34	3.50	cor_rejec
311.96	3.50	cor_rejec
317.37	3.50	hit
323.37	3.50	cor_rejec
328.91	3.50	cor_rejec
334.33	3.50	omiss
339.82	3.50	cor_rejec
345.23	3.50	false_alarm
353.03	3.50	hit
361.03	3.50	false_alarm
367.13	3.50	hit
372.61	3.50	false_alarm
378.01	3.50	cor_rejec
383.43	3.50	hit
388.95	3.50	hit
394.58	3.50	hit
399.98	3.50	cor_rejec
405.47	3.50	false_alarm
410.88	3.50	hit
416.33	3.50	hit
421.78	3.50	hit
427.98	3.50	false_alarm
435.38	3.50	hit
443.38	3.50	omiss
450.43	3.50	cor_rejec
455.98	3.50	cor_rejec
461.44	3.50	hit
466.89	3.50	hit
472.40	3.50	cor_rejec
477.95	3.50	hit
483.39	3.50	cor_rejec
488.90	3.50	hit
494.44	3.50	false_alarm
499.89	3.50	false_alarm
505.45	3.50	hit
510.87	3.50	hit
516.46	3.50	cor_rejec
521.86	3.50	cor_rejec
