onset	duration	event_type
2.04	3.50	cor_rejec
7.58	3.50	omiss
13.11	3.50	cor_rejec
18.62	3.50	hit
24.25	3.50	cor_rejec
29.74	3.50	hit
35.44	3.50	cor_rejec
43.45	3.50	hit
50.95	3.50	cor_rejec
57.10	3.50	omiss
62.63	3.50	omiss
68.15	3.50	cor_rejec
73.65	3.50	hit
79.15	3.50	cor_rejec
85.20	3.50	hit
90.70	3.50	cor_rejec
96.15	3.50	cor_rejec
101.69	3.50	hit
107.09	3.50	omiss
112.72	3.50	cor_rejec
118.12	3.50	hit
123.65	3.50	cor_rejec
129.20	3.50	cor_rejec
134.65	3.50	hit
140.15	3.50	hit
145.67	3.50	cor_rejec
151.39	3.50	omiss
156.81	3.50	false_alarm
162.34	3.50	hit
169.71	3.50	omiss
177.70	3.50	hit
184.71	3.50	cor_rejec
190.17	3.50	hit
195.58	3.50	cor_rejec
201.03	3.50	omiss
206.49	3.50	cor_rejec
212.14	3.50	cor_rejec
219.54	3.50	cor_rejec
227.51	3.50	omiss
234.71	3.50	cor_rejec
240.24	3.50	cor_rejec
245.71	3.50	false_alarm
251.11	3.50	hit
256.61	3.50	hit
262.26	3.50	cor_rejec
267.73	3.50	hit
273.13	3.50	cor_rejec
278.91	3.50	hit
284.38	3.50	cor_rejec
289.92	3.50	hit
295.40	3.50	cor_rejec
300.93	3.50	cor_rejec
306.40	3.50	false_alarm
312.02	3.50	omiss
317.42	3.50	cor_rejec
323.42	3.50	hit
328.95	3.50	omiss
334.37	3.50	cor_rejec
339.85	3.50	hit
345.25	3.50	omiss
353.05	3.50	cor_rejec
361.06	3.50	hit
367.16	3.50	cor_rejec
372.64	3.50	omiss
378.04	3.50	cor_rejec
383.45	3.50	hit
388.97	3.50	omiss
394.61	3.50	cor_rejec
400.01	3.50	hit
405.49	3.50	cor_rejec
410.90	3.50	hit
416.36	3.50	cor_rejec
421.81	3.50	cor_rejec
428.01	3.50	cor_rejec
435.41	3.50	cor_rejec
443.41	3.50	hit
450.46	3.50	cor_rejec
456.01	3.50	omiss
461.47	3.50	hit
466.92	3.50	cor_rejec
472.43	3.50	omiss
477.97	3.50	hit
483.41	3.50	cor_rejec
488.93	3.50	omiss
494.46	3.50	cor_rejec
499.91	3.50	omiss
505.49	3.50	omiss
510.91	3.50	false_alarm
516.49	3.50	omiss
521.89	3.50	cor_rejec
