onset	duration	event_type
2.01	3.50	false_alarm
7.54	3.50	hit
13.06	3.50	cor_rejec
18.56	3.50	hit
24.17	3.50	false_alarm
29.67	3.50	cor_rejec
35.38	3.50	omiss
43.38	3.50	omiss
50.88	3.50	cor_rejec
57.03	3.50	hit
62.55	3.50	cor_rejec
68.06	3.50	cor_rejec
73.56	3.50	cor_rejec
79.06	3.50	omiss
85.11	3.50	false_alarm
90.61	3.50	cor_rejec
96.06	3.50	hit
101.60	3.50	cor_rejec
107.00	3.50	cor_rejec
112.63	3.50	false_alarm
118.03	3.50	omiss
123.57	3.50	cor_rejec
129.12	3.50	omiss
134.57	3.50	cor_rejec
140.06	3.50	hit
145.58	3.50	cor_rejec
151.30	3.50	omiss
156.72	3.50	omiss
162.25	3.50	omiss
169.62	3.50	cor_rejec
177.61	3.50	omiss
184.61	3.50	false_alarm
190.08	3.50	omiss
195.48	3.50	false_alarm
200.93	3.50	cor_rejec
206.40	3.50	omiss
212.05	3.50	false_alarm
219.45	3.50	omiss
227.42	3.50	hit
234.62	3.50	omiss
240.16	3.50	omiss
245.63	3.50	omiss
251.03	3.50	false_alarm
256.54	3.50	hit
262.19	3.50	hit
267.65	3.50	omiss
273.05	3.50	omiss
278.85	3.50	cor_rejec
284.32	3.50	omiss
289.87	3.50	cor_rejec
295.35	3.50	cor_rejec
300.89	3.50	omiss
306.35	3.50	cor_rejec
311.97	3.50	false_alarm
317.37	3.50	omiss
323.37	3.50	false_alarm
328.91	3.50	false_alarm
334.32	3.50	hit
339.81	3.50	cor_rejec
345.21	3.50	cor_rejec
353.01	3.50	omiss
361.01	3.50	cor_rejec
367.11	3.50	hit
372.59	3.50	false_alarm
377.99	3.50	cor_rejec
383.41	3.50	omiss
388.93	3.50	hit
394.56	3.50	omiss
399.96	3.50	cor_rejec
405.44	3.50	cor_rejec
410.86	3.50	omiss
416.31	3.50	hit
421.76	3.50	omiss
427.96	3.50	false_alarm
435.36	3.50	omiss
443.36	3.50	omiss
450.42	3.50	cor_rejec
455.97	3.50	false_alarm
461.42	3.50	hit
466.87	3.50	omiss
472.38	3.50	false_alarm
477.93	3.50	hit
483.37	3.50	false_alarm
488.88	3.50	omiss
494.42	3.50	false_alarm
499.87	3.50	cor_rejec
505.44	3.50	omiss
510.85	3.50	omiss
516.44	3.50	cor_rejec
521.84	3.50	cor_rejec
